Long,lat,fecha,NDVI,prec,suelos,dem,inundacion
-63.6299120089207,-33.6215164776385,02/06/15,0.08418198,0,1,164,0
-62.6066331025007,-33.5942087665445,02/06/15,0.1236017,0,1,128,0
-63.5106069623021,-33.7090719362311,02/06/15,0.1114595,0,0,139,0
-63.5258773943483,-33.1586903755704,02/06/15,-0.02990297,0,0,183,1
-63.0980661479336,-33.4607543809085,02/06/15,0.3339396,0,0,124,0
-63.3693875338523,-33.8376002554077,02/06/15,0.0423039,0,0,128,0
-63.4831935220028,-33.1763334382096,02/06/15,-0.02298762,0,0,176,1
-62.9892817113816,-33.4400431166996,02/06/15,0.2127907,0,0,118,0
-63.5032702677518,-33.6921713663828,02/06/15,0.1234978,0,0,142,0
-62.8235198134117,-33.3536467026034,02/06/15,0.112252,0,0,113,0
-63.0123206470362,-33.4749580639656,02/06/15,0.09891373,0,0,118,0
-63.5219979011234,-33.7043023454497,02/06/15,0.08569591,0,0,143,0
-63.2426721744342,-33.5912550533692,02/06/15,0.1385882,0,0,129,0
-62.9304976835628,-33.4286700344131,02/06/15,0.0669746,0,0,111,0
-63.2273908059016,-33.6067763308623,02/06/15,0.09395808,0,0,128,0
-63.4143633841004,-33.8092556134378,02/06/15,0.07244252,0,0,126,0
-62.8837147223158,-33.3880373216028,02/06/15,0.06454596,0,0,110,0
-63.0764283176842,-33.4864551576116,02/06/15,0.09219521,0,0,121,0
-63.3200388418419,-33.66473503724,02/06/15,0.09503701,0,0,130,0
-63.2649888821352,-33.7299339231217,02/06/15,0.0544758,0,0,123,0
-63.4609947709874,-33.811985629617,02/06/15,0.161946,0,0,132,0
-63.4096612938613,-33.8412067128984,02/06/15,0.1056498,0,0,127,0
-63.3044639318245,-33.7304771513104,02/06/15,0.1027436,0,0,126,0
-63.2773612378843,-33.6177533571744,02/06/15,0.0882744,0,0,131,0
-63.449797851587,-33.6791005656141,02/06/15,0.0821189,0,0,139,0
-63.3775340416733,-33.7450896814374,02/06/15,0.09919964,0,0,130,0
-63.0043827083375,-33.4527731967505,02/06/15,0.1083539,0,0,118,0
-63.5152799406587,-33.7626991713417,02/06/15,0.1215534,0,0,141,0
-63.2487257413017,-33.7238594516273,02/06/15,0.004485378,0,0,122,1
-63.2484983511281,-33.5983521051558,02/06/15,0.03888207,0,0,125,0
-62.5374160632007,-33.7327003263112,02/06/15,-0.03772946,0,0,112,1
-62.8640604184091,-33.4224692245135,02/06/15,0.05006859,0,0,114,0
-63.3291102417671,-33.7918852724636,02/06/15,0.07582828,0,0,126,0
-62.8209672701611,-33.3447521152797,02/06/15,0.012157,0,0,110,1
-62.9331782016719,-33.4156083181307,02/06/15,0.1731167,0,0,114,0
-63.4472213967259,-33.8366237344029,02/06/15,0.1342554,0,0,126,0
-63.268425428358,-33.5814488745068,02/06/15,0.04945633,0,0,128,0
-63.5018075724421,-33.7325278523338,02/06/15,0.08681312,0,0,135,0
-63.1094645023571,-33.6193744355782,02/06/15,0.09613729,0,0,122,0
-63.4230392824081,-33.7535645685038,02/06/15,0.1041018,0,0,131,0
-63.1275496868921,-33.6653539080799,02/06/15,0.03122543,0,0,120,0
-63.1504895036916,-33.5160949712605,02/06/15,0.0385768,0,0,120,0
-63.3979594814081,-33.7200772282946,02/06/15,0.1193266,0,0,131,0
-63.0961434388749,-32.8936977971417,18/06/15,0.1464984,7.2,6,146,0
-63.5636733770551,-33.7199330393036,18/06/15,0.08059274,44.1,5,147,0
-63.7626571709325,-33.3849701860493,18/06/15,0.111217,34,5,214,0
-63.7185322552334,-33.6291915164075,18/06/15,-0.003467063,19.6,5,170,1
-63.3011046718415,-33.6213803473633,18/06/15,0.1527202,47.9,5,131,0
-63.3437402410652,-33.6086751569876,18/06/15,0.1195313,8.4,5,137,0
-63.6035010608874,-33.5108711675895,18/06/15,0.134816,7.9,5,172,0
-63.1634210765527,-33.1464835596227,18/06/15,0.09248883,36.8,5,138,0
-63.8489710076953,-33.7885085231112,18/06/15,0.08986081,11.5,5,182,0
-63.1829937830629,-33.1389347014316,18/06/15,0.1077848,36,5,139,0
-63.1419207471915,-33.1594195469229,18/06/15,0.1339975,19,5,134,0
-63.6298547868427,-33.7665243241409,18/06/15,0.07043637,23.9,5,152,0
-63.6177209391578,-33.55255323239,18/06/15,0.08053531,30.5,5,166,0
-63.3818128989293,-33.6307809006605,18/06/15,0.1172662,29.8,5,135,0
-63.8004691856019,-33.5962732441048,18/06/15,0.2144298,8.8,5,180,0
-63.3605222306921,-33.567006857607,18/06/15,0.1099956,24.6,5,144,0
-63.8702190374469,-33.7306225267879,18/06/15,0.1008361,19.4,5,190,0
-63.4989967796126,-33.5593871891127,18/06/15,0.08602085,5.4,5,153,0
-63.4836471523572,-33.2357409737997,18/06/15,0.08585346,7.2,5,180,0
-63.8098679944146,-33.6993373021424,18/06/15,0.2712869,4.1,5,176,0
-63.4841043169597,-33.5215867760747,18/06/15,0.0889537,21.5,5,156,0
-63.2696248786966,-33.1083711115312,18/06/15,0.08949026,35.2,5,153,0
-63.1033199400606,-33.1787571898521,18/06/15,0.09423469,21.7,5,134,0
-63.4063994464732,-33.6168009444805,18/06/15,0.1262512,28.6,5,139,0
-63.3374908498252,-33.611373429441,18/06/15,0.1563316,14.8,5,136,0
-63.7429934467872,-33.3734541384795,18/06/15,0.08755313,26.8,5,215,0
-62.5281085890448,-33.7107446970254,18/06/15,0.1465823,24.6,5,118,0
-63.8432880324359,-33.6353281023071,18/06/15,0.08678887,14.4,5,199,0
-63.1786550606539,-32.872828806579,18/06/15,0.191069,34,5,157,0
-63.7017535895485,-33.8220942078555,18/06/15,0.2158062,34,5,158,0
-63.2576100297377,-33.4291685341491,18/06/15,0.2052432,16,5,137,0
-63.1760649864373,-33.1533453839919,18/06/15,0.1390536,21.5,5,137,0
-63.2948453826051,-33.5103058941136,18/06/15,0.1315096,12.9,5,138,0
-63.5576800570955,-33.4278061184274,18/06/15,0.1623497,37.4,5,175,0
-63.8261579331938,-33.7379055006288,18/06/15,0.1023622,26.5,5,180,0
-63.1857343947918,-32.9002871345957,18/06/15,0.1663837,20.4,5,158,0
-63.2087547414,-32.8601278812388,18/06/15,0.09478588,37,5,163,0
-63.3981483120969,-33.6485994153447,18/06/15,0.1322334,47.4,5,135,0
-63.8475053757847,-33.6137212052297,18/06/15,0.08820555,20.7,5,199,0
-63.2696610527904,-33.5400664680591,18/06/15,0.1501582,19,5,131,0
-63.6060170209446,-33.6416500687269,18/06/15,0.1726975,40,5,156,0
-63.279027599157,-33.244043399812,18/06/15,0.1621197,6.2,5,147,0
-63.2884449982756,-33.6683761877074,18/06/15,0.09230389,7.9,5,129,0
-63.2946316704795,-33.5679054125164,18/06/15,0.09173533,21.6,5,134,0
-63.1733178517819,-33.1464114894431,18/06/15,0.1117783,22.8,5,140,0
-63.2025943516496,-32.8503757941628,18/06/15,0.2392945,40.3,5,160,0
-63.5570290464657,-33.5216068019895,18/06/15,0.09941451,21,5,165,0
-63.476731638475,-33.5515670111164,18/06/15,0.07302798,24.6,5,151,0
-63.5867448097271,-33.8290547761391,18/06/15,0.1124351,20.9,5,146,0
-63.7933315951232,-33.7842971991258,18/06/15,0.1399914,21.7,5,170,0
-63.587215735601,-33.7560132842033,18/06/15,0.1061673,21.7,5,147,0
-63.5923711905823,-33.6221917888549,18/06/15,0.1378146,25.1,5,154,0
-63.1879718432846,-32.8383226238166,18/06/15,0.1032499,14,5,161,0
-63.7436319681109,-33.7353551105918,18/06/15,0.1239407,16.6,5,167,0
-63.060651921253,-33.2563525911362,18/06/15,0.2470881,25.9,5,127,0
-63.5828106143101,-33.4100665125469,18/06/15,0.1468847,29.7,5,180,0
-63.1208429684998,-33.3245745015368,18/06/15,0.1302677,16.6,5,126,0
-63.735461382024,-33.722251101919,18/06/15,0.09179083,7.7,5,165,0
-62.5143940644366,-33.6819282596337,18/06/15,0.4030977,40,5,121,0
-63.3800346288286,-33.5267410700102,18/06/15,0.1128296,21.6,5,145,0
-63.1655381390944,-33.4739713837947,18/06/15,0.1154291,7.7,5,125,0
-63.8384080370559,-33.7414193195225,18/06/15,0.1502934,24.1,5,183,0
-63.5380600971738,-33.485107463426,18/06/15,0.09573527,28.6,5,168,0
-63.8019291722514,-33.6783259584828,18/06/15,0.09545876,32.4,5,180,0
-63.272412689034,-33.1225379327294,18/06/15,0.02207414,20.4,5,151,1
-63.5116851567439,-33.5081590772771,18/06/15,0.07705244,26.4,5,164,0
-63.0440680391078,-33.2563073986735,18/06/15,0.1256946,32.4,5,125,0
-63.545879968952,-33.7332136345678,18/06/15,0.1458062,16.2,5,143,0
-63.5175167354115,-33.5867983024426,18/06/15,0.1190042,40.3,5,153,0
-63.4271853406561,-33.6025974005403,18/06/15,0.1035297,9.5,5,143,0
-63.3174832471845,-33.6262659657112,18/06/15,0.09996378,30.5,5,131,0
-63.5686967582135,-33.7940585288583,18/06/15,0.1293535,8,5,142,0
-63.7788531242762,-33.6120049835257,18/06/15,0.09348863,20.2,5,180,0
-63.6551606241977,-33.7247673708605,18/06/15,0.1658034,29.7,5,153,0
-63.5660205677386,-33.7289133828461,18/06/15,0.1053664,14.4,5,146,0
-63.7050120376489,-33.7045230727372,18/06/15,0.07486346,42.7,5,162,0
-63.5394103866217,-33.5085607191106,18/06/15,-0.02483638,42.7,5,161,1
-62.2894487243114,-33.3498719209611,18/06/15,0.1114451,23.5,4,115,0
-62.4095485062063,-32.9039758189352,18/06/15,0.1379251,12.5,4,108,0
-62.390870711537,-32.9962875191405,18/06/15,0.1017119,5.9,4,111,0
-62.1447636915685,-32.8580164523801,18/06/15,0.1212739,16.2,4,108,0
-62.564805900082,-33.7898568644369,18/06/15,0.08309093,3.9,4,122,0
-62.4602331155565,-33.8238321211034,18/06/15,0.008002613,19,4,117,1
-62.2304799393022,-33.639132530278,18/06/15,0.1124791,23.4,4,118,0
-62.7823321604367,-33.8136960137606,18/06/15,0.289804,7.9,4,121,0
-62.3119662718857,-33.1372494675358,18/06/15,0.1241609,40.2,4,113,0
-62.1897430822748,-33.1757572605196,18/06/15,0.1010784,22.1,4,118,0
-62.1279374933559,-33.0034887851727,18/06/15,0.1117077,13.1,4,101,0
-62.3825365622227,-33.5879321340361,18/06/15,0.06992532,14,4,121,0
-62.1247625797078,-33.5748084372552,18/06/15,0.08017252,43.5,4,117,0
-62.2827563039916,-32.9672823992339,18/06/15,0.1167158,26.8,4,106,0
-62.2554655431504,-33.14422391105,18/06/15,0.1686315,21.2,4,114,0
-62.4076613411522,-33.2089156965384,18/06/15,0.1301067,13.7,4,118,0
-62.354349277692,-32.8071229769104,18/06/15,-0.04194519,26.7,4,112,1
-62.1652904973401,-33.2719878627807,18/06/15,0.09989136,46,4,117,0
-62.5365268193648,-33.3055811465021,18/06/15,-0.06959522,44.6,4,110,1
-62.712487410258,-32.9894965520733,18/06/15,0.1432141,46,4,117,0
-62.2197798249899,-33.1435005085,18/06/15,0.1408902,20.9,4,113,0
-62.6036814696313,-32.8117784141719,18/06/15,0.1515123,8,4,120,0
-62.6598274233936,-32.9862678133617,18/06/15,0.1277463,54.7,4,114,0
-62.4170218064055,-33.1964835059361,18/06/15,0.1115442,23.6,4,118,0
-62.2466140818388,-33.6146913199976,18/06/15,0.2682982,40.2,4,115,0
-62.1758072319983,-32.941281001763,18/06/15,0.1139966,25.9,4,93,0
-62.1765155809092,-33.4153944847085,18/06/15,0.1053013,7.7,4,117,0
-62.6874676897389,-33.7372770349042,18/06/15,0.09651247,21.6,4,127,0
-62.2821695467112,-33.7489310831204,18/06/15,0.1574692,20.9,4,115,0
-62.3965682909046,-33.1268003911991,18/06/15,0.1292629,4.2,4,113,0
-62.2218554969372,-33.1801259994123,18/06/15,0.142624,16.2,4,117,0
-62.2476149427639,-32.8889357117462,18/06/15,0.1138231,14,4,96,0
-62.3331640802569,-33.545929922047,18/06/15,0.04010998,26,4,118,0
-62.2234898408837,-33.226568411323,18/06/15,0.08131224,41.5,4,113,0
-62.1635735863307,-33.500017341417,18/06/15,0.08893415,28.6,4,117,0
-62.7461637180532,-33.8201679172116,18/06/15,0.1905782,34.2,4,122,0
-62.1776966721439,-33.5634457620431,18/06/15,0.1848269,30.4,4,116,0
-62.1364237860013,-33.7480316432962,18/06/15,0.2918462,5.6,4,120,0
-62.2071046120202,-33.1073920877235,18/06/15,0.1814023,8,4,108,0
-62.3574083435896,-33.7219729715056,18/06/15,0.01521617,24.5,4,119,1
-62.3205024609882,-33.6994026900167,18/06/15,0.09316178,47.3,4,122,0
-62.7771281614857,-33.364007570467,18/06/15,0.08897147,9.4,4,113,0
-62.2028058518649,-33.5651866762776,18/06/15,0.1399415,24.2,4,116,0
-62.2986813987599,-33.1162771005428,18/06/15,0.1277579,11.5,4,109,0
-62.374156304331,-32.8385885574554,18/06/15,0.1326662,11.5,4,112,0
-62.5366607141516,-32.8875118587674,18/06/15,0.1326858,10.1,4,113,0
-62.2404379424369,-33.5648864257069,18/06/15,0.07146208,14.4,4,108,0
-62.316037621218,-33.0900732310006,18/06/15,0.2054625,31.6,4,108,0
-62.1535610586163,-33.1329122091397,18/06/15,0.09353222,46,4,110,0
-62.1794828915751,-33.2735697288726,18/06/15,0.1680595,21.2,4,130,0
-62.4121427413349,-32.8175047264466,18/06/15,0.1406168,14.8,4,103,0
-62.6396613470354,-33.0227357753635,18/06/15,0.1269928,19.9,4,116,0
-62.3781798957312,-32.972909924055,18/06/15,0.1341577,20.9,4,109,0
-62.3379954800421,-33.793260455478,18/06/15,0.07880469,40.2,4,122,0
-62.2917287761654,-33.7856909948493,18/06/15,0.09947391,29.3,4,119,0
-62.2388559991197,-32.7879590014107,18/06/15,0.1255187,12.9,4,108,0
-62.3569253961958,-33.784509547111,18/06/15,0.006916919,13.1,4,124,1
-62.6200999743905,-32.9828567328643,18/06/15,0.1172627,24.1,4,114,0
-62.1836522227056,-32.865122727676,18/06/15,0.1252688,34.2,4,107,0
-62.7891576524787,-33.4453839361085,18/06/15,0.06880064,23.4,4,116,0
-62.1159983343392,-33.3376961449228,18/06/15,0.2379916,20.2,4,119,0
-62.1472177031919,-33.15777889313,18/06/15,0.1111388,40.3,4,112,0
-62.3957509613867,-32.9129725963166,18/06/15,0.2636369,7.3,4,111,0
-62.2849002653099,-32.8193168280009,18/06/15,0.09148483,14,4,108,0
-62.2268084294358,-33.5109104163832,18/06/15,0.00698719,24.2,4,108,1
-62.1788003617519,-33.5888367066383,18/06/15,0.09948347,16.3,4,115,0
-62.3029034994136,-33.8315633063284,18/06/15,0.09043732,20.9,4,118,0
-62.2288164324853,-33.6863983389273,18/06/15,0.09665661,21.9,4,123,0
-62.3097839755198,-33.6169369600166,18/06/15,0.116607,29.7,4,124,0
-62.2645873076773,-33.8012106290723,18/06/15,-0.04653405,21.4,4,112,1
-62.7523991103391,-33.8254230992231,18/06/15,-0.04268707,26.7,4,118,1
-62.2858148728122,-33.0587193134463,18/06/15,0.1051775,22.8,4,108,0
-62.4732409723948,-33.6200591147742,18/06/15,0.1185518,26.5,4,124,0
-62.3991708529071,-33.7701714005558,18/06/15,0.08848561,20.9,4,128,0
-62.1863726549695,-33.0664859318394,18/06/15,0.1078349,32.4,4,107,0
-62.2484696113074,-33.5920487528309,18/06/15,0.1324826,4.3,4,117,0
-62.1528601706866,-33.464861980819,18/06/15,0.1618623,15.1,4,119,0
-62.3748660647278,-33.0076576151905,18/06/15,0.0992677,24.9,4,101,0
-62.3556146570652,-32.8935470791148,18/06/15,0.1161384,22.4,4,104,0
-62.6994831184315,-33.5796263575076,18/06/15,0.1596987,8.5,4,121,0
-62.3496460644493,-33.2963439182652,18/06/15,0.1399933,45.7,4,117,0
-62.1446010541677,-33.244003177657,18/06/15,0.09708916,28.9,4,112,0
-62.2280435053335,-33.0254136096875,18/06/15,0.1338902,12.7,4,106,0
-62.1516226442034,-33.2309772636957,18/06/15,0.1058144,10.5,4,113,0
-62.3806289899207,-32.8857640591215,18/06/15,0.2612337,21.8,4,108,0
-62.3588161093462,-33.8223193080491,18/06/15,0.09925543,21.5,4,123,0
-62.1911571039001,-33.8044829377374,18/06/15,0.1006602,21.4,4,119,0
-62.1873110456193,-33.1455750729369,18/06/15,0.1205352,47.4,4,113,0
-62.2173215237026,-32.7925093748846,18/06/15,0.1389854,12.5,4,106,0
-62.1480647465847,-33.377895527263,18/06/15,0.1258627,9.4,4,117,0
-62.3281642338448,-33.6771054866542,18/06/15,0.1236961,26.4,4,119,0
-62.5758331584747,-32.8496326856742,18/06/15,0.115211,6.6,4,118,0
-62.18303114993,-32.8919199010358,18/06/15,0.1292202,26.7,4,94,0
-62.1773631004408,-32.9873214200753,18/06/15,0.1051576,26,4,106,0
-62.6654614884904,-33.8161259533145,18/06/15,0.1545701,18.6,4,123,0
-62.1403845860944,-33.3696041688077,18/06/15,0.09510121,7.7,4,118,0
-62.439774244321,-33.1536271169997,18/06/15,0.06141027,40.3,4,117,0
-62.163406917946,-33.04615291612,18/06/15,0.1526227,6.8,4,107,0
-62.2312210918812,-32.8829450631959,18/06/15,0.1402021,24.9,4,101,0
-62.3386029687838,-33.6844943550181,18/06/15,-0.06881738,22.8,4,114,1
-62.5386008466454,-33.4537508975426,18/06/15,-0.04443691,19,4,116,1
-62.2779750377276,-33.6274260724944,18/06/15,0.07954958,29.9,4,129,0
-62.1637797239357,-33.8187330260632,18/06/15,0.4002867,22.1,4,116,0
-62.1860437647122,-33.52978108249,18/06/15,0.08335927,29.8,4,116,0
-62.3761980159336,-33.0788619636161,18/06/15,-0.05624483,13.4,4,109,1
-62.1749333967663,-33.1185273864232,18/06/15,0.1014442,7.7,4,115,0
-62.1600454073713,-33.1666443437908,18/06/15,0.1191552,40.2,4,113,0
-62.1493294175794,-33.6711208611204,18/06/15,0.1120928,42.6,4,119,0
-62.2538963074099,-33.0804853740008,18/06/15,0.1294485,5.8,4,108,0
-62.4275751852756,-33.1862099629459,18/06/15,0.008492737,28.6,4,118,1
-62.6282942071439,-32.9889521742859,18/06/15,-0.0371179,21,4,114,1
-62.4062541783405,-33.1893347484581,18/06/15,0.2096951,37,4,118,0
-62.1647804186654,-32.7866587230457,18/06/15,0.1379973,16.3,4,105,0
-62.2217976117441,-32.9588909389287,18/06/15,0.1210602,42.7,4,105,0
-62.2065921156346,-33.6325200184681,18/06/15,0.07880469,23.5,4,117,0
-62.1551752908137,-32.8331808686695,18/06/15,0.0936053,23.9,4,109,0
-62.4729436625679,-32.8914836987476,18/06/15,0.1055046,21,4,113,0
-62.2040853108519,-33.4850107542451,18/06/15,-0.0008252187,4.3,4,106,1
-62.2405404648983,-33.136759278864,18/06/15,0.1050307,29.7,4,112,0
-62.5116871627398,-33.1280355401288,18/06/15,0.1204602,14.5,4,117,0
-62.2643926326084,-33.1039289630566,18/06/15,0.08020128,47.9,4,111,0
-62.3251920665964,-33.6856864500652,18/06/15,0.100646,5.6,4,114,0
-62.3293779599601,-33.6644675942234,18/06/15,0.2426868,7.2,4,117,0
-62.4358211926605,-32.7896692739353,18/06/15,0.1456979,21,4,110,0
-62.3593018444408,-33.822015013649,18/06/15,0.09449065,19.1,4,121,0
-62.3768968068696,-33.7888212617388,18/06/15,0.1207699,39.2,4,125,0
-62.1820461529726,-32.9285942400773,18/06/15,0.1202535,9.4,4,94,0
-62.1845342413059,-32.8831080330473,18/06/15,0.1097255,40.3,4,103,0
-62.4336908459244,-33.57532123294,18/06/15,0.07448884,36,4,116,0
-62.3973622693544,-33.032599355549,18/06/15,0.0871158,18.7,4,105,0
-62.2377469939313,-33.7695673739875,18/06/15,0.08902113,24.4,4,120,0
-62.6857897607101,-33.0162796032399,18/06/15,0.08675021,10.5,4,121,0
-62.2044357121765,-33.0234544741109,18/06/15,0.1817237,19,4,110,0
-62.3794247249323,-32.8750442047337,18/06/15,0.2652,8.5,4,108,0
-62.6373412484534,-32.9187272002342,18/06/15,0.1170163,19.9,4,116,0
-62.7148566296931,-33.0009886778748,18/06/15,0.2452047,21.5,4,119,0
-62.7553144534105,-33.8310937014838,18/06/15,0.1892429,28,4,120,0
-62.1611555951942,-33.5443750584595,18/06/15,0.07315888,40.3,4,115,0
-62.1427643070861,-33.0922038154032,18/06/15,0.140747,25.9,4,109,0
-62.1283160883112,-33.0836455939101,18/06/15,0.1167178,40.3,4,110,0
-62.361886039668,-33.8125337673888,18/06/15,0.08177365,5.6,4,123,0
-62.2397174564862,-33.279071108739,18/06/15,0.09271792,31.6,4,118,0
-62.3192328613856,-33.0751517713492,18/06/15,0.1066101,14.8,4,110,0
-62.1567508386015,-33.2131202176366,18/06/15,0.1416748,11.4,4,113,0
-62.2123415757936,-33.3051768274417,18/06/15,0.2849462,45.7,4,116,0
-62.4493252875428,-33.6020149530711,18/06/15,0.1947127,16,4,118,0
-62.3881726531236,-33.0095534560477,18/06/15,0.0850555,23.9,4,105,0
-62.2350296308366,-32.7960218144664,18/06/15,0.1141757,6,4,109,0
-62.1562122663437,-33.7949539806787,18/06/15,0.1027575,31.5,4,116,0
-62.7103882574091,-33.7889697885534,18/06/15,0.1205239,28,4,125,0
-62.1788152738802,-33.0412789348393,18/06/15,0.1149672,13.6,4,110,0
-62.4099430804832,-33.181625009682,18/06/15,0.07188015,14.8,4,115,0
-62.437288641,-33.0739766005719,18/06/15,0.4348863,20.7,4,112,0
-62.3343308800729,-33.2928112148896,18/06/15,0.1629621,21.4,4,114,0
-62.2618961496059,-33.1568228898554,18/06/15,0.1205305,36,4,114,0
-62.4481127266193,-33.1719284083394,18/06/15,0.08964781,21.5,4,118,0
-62.2940644396886,-32.9428911149759,18/06/15,0.1143655,47.3,4,110,0
-62.1253031877501,-33.5001089414744,18/06/15,0.1265781,16,4,117,0
-62.600969379448,-33.007134635798,18/06/15,0.08822791,16.2,4,112,0
-62.2135618327695,-33.7888386911865,18/06/15,0.1422642,31.1,4,117,0
-62.1150320379306,-33.6328567182109,18/06/15,0.2282213,14,4,118,0
-62.4345504627255,-32.840929218636,18/06/15,0.1224972,5.9,4,109,0
-62.1898821584426,-33.100936467127,18/06/15,0.101687,30,4,108,0
-62.3658516361934,-32.9457275578443,18/06/15,0.08750596,16.2,4,105,0
-62.2887301117889,-32.880584213495,18/06/15,0.2013012,34.3,4,108,0
-62.307132785015,-33.6941075341881,18/06/15,0.1115326,4.1,4,122,0
-62.2190541602826,-33.7858588061019,18/06/15,-0.02748782,20.4,4,116,1
-62.5112998479739,-33.0215647420957,18/06/15,0.1624727,25.9,4,111,0
-62.2094153184006,-33.705354705283,18/06/15,0.09675116,26.7,4,117,0
-62.1515768393708,-33.8279402754425,18/06/15,0.3969322,16.2,4,117,0
-62.6297786365887,-32.9884777378449,18/06/15,0.1114182,22.2,4,111,0
-62.5300683183863,-32.9284163573627,18/06/15,0.1024342,8.8,4,114,0
-62.1345989610386,-33.386482571968,18/06/15,0.1717594,8.4,4,113,0
-62.4514806109861,-33.0067125949203,18/06/15,0.1161218,19.4,4,113,0
-62.4136309877471,-32.9894861261456,18/06/15,0.2678381,26,4,115,0
-62.1515485321845,-33.3792799399188,18/06/15,0.1242555,12.5,4,117,0
-62.1931667869233,-33.157016611867,18/06/15,0.1514499,20.9,4,114,0
-62.3948424322345,-33.0641954870769,18/06/15,0.09413174,18.7,4,109,0
-62.1284400126033,-33.7599077169713,18/06/15,0.126674,21.8,4,113,0
-62.1291775315572,-33.324619786984,18/06/15,0.1108663,32.4,4,113,0
-62.6420564653527,-32.7983880423325,18/06/15,0.02267078,16.2,4,120,0
-62.4105134874452,-33.8425320593908,18/06/15,0.1049169,4,4,127,0
-62.3417754523954,-32.9874486728744,18/06/15,0.1090822,28.6,4,108,0
-62.2260324945864,-33.141721271562,18/06/15,0.1315177,5.4,4,114,0
-62.2308158405401,-32.8525045891299,18/06/15,0.1106004,24.6,4,106,0
-62.3105763218856,-32.7874389838574,18/06/15,0.107895,18.7,4,110,0
-62.3444549590571,-33.7016683319042,18/06/15,-0.06871961,22.1,4,114,1
-62.1994812282378,-32.9336108333704,18/06/15,0.2204739,23.6,4,111,0
-62.2138467128634,-33.1535632336185,18/06/15,0.09317289,31,4,115,0
-62.3820712046665,-33.0585621360619,18/06/15,0.1259587,40,4,109,0
-62.4316168731039,-33.029343401618,18/06/15,0.1088485,21.9,4,109,0
-62.1273774418035,-33.7189491925588,18/06/15,0.1114912,28.6,4,115,0
-62.432031710274,-33.0741103953881,18/06/15,0.2889012,12.5,4,109,0
-62.2613080529899,-33.7214037991613,18/06/15,0.1921514,4.1,4,114,0
-62.2638356123763,-33.5902360578388,18/06/15,0.09401803,23.4,4,125,0
-62.5468333090721,-32.8392495801167,18/06/15,0.2615334,23.4,4,117,0
-62.5296749410541,-33.2817968385795,18/06/15,-0.05471714,31.8,4,113,1
-62.2867975589948,-33.2181479710763,18/06/15,0.1174867,17.4,4,113,0
-62.7741994913066,-33.8374255320374,18/06/15,-0.02751813,7.6,4,118,1
-62.252270526114,-32.9372219891532,18/06/15,0.1774248,23.9,4,106,0
-62.3584003172695,-32.7957668628674,18/06/15,0.08205859,18.6,4,111,0
-63.0543057819255,-33.6631378430819,18/06/15,0.1021644,7.9,3,125,0
-62.9029198676415,-33.7933151863967,18/06/15,0.1152469,27,3,130,0
-62.9280600073153,-33.0733634046767,18/06/15,0.05808953,20.2,3,127,0
-62.8863506644389,-33.0870637093111,18/06/15,0.1257068,35.8,3,124,0
-62.8218922793711,-33.2829422323635,18/06/15,0.1798425,14.3,3,114,0
-62.4669023818824,-33.0251419434746,18/06/15,0.1449655,26,3,102,0
-62.4194608456519,-33.0430464683842,18/06/15,0.1107099,27,3,97,0
-62.915662287593,-33.0088509205091,18/06/15,0.1664227,30.9,3,125,0
-63.0050600165988,-33.2973089948667,18/06/15,0.1375204,20.2,3,121,0
-63.244478503278,-33.8435103935831,18/06/15,0.1631222,8.4,3,127,0
-62.4084328287931,-32.8390693335463,18/06/15,0.1496142,26,3,104,0
-63.338672718667,-33.841606401448,18/06/15,0.1620702,17.3,3,130,0
-62.9167702006128,-33.6588301008725,18/06/15,0.2022491,54.7,3,122,0
-62.8056904940154,-33.589228978735,18/06/15,0.1264607,21.6,3,121,0
-62.9663707635627,-33.0088518771897,18/06/15,0.09134615,14.3,3,133,0
-62.7846041971735,-33.5572060653026,18/06/15,0.1287468,20.7,3,119,0
-62.7066718846116,-33.1743842163844,18/06/15,0.1511779,7.6,3,115,0
-63.8710905891673,-33.4285280159235,18/06/15,0.08789741,42.7,3,234,0
-62.9052189071432,-33.613755304788,18/06/15,0.09147268,20.4,3,122,0
-62.751364212728,-33.1391997645037,18/06/15,0.104733,10.5,3,116,0
-63.5143488991653,-32.8452260947967,18/06/15,0.1452429,11.5,3,197,0
-62.9289159132244,-32.9753780380026,18/06/15,-0.05341098,8.8,3,127,1
-62.1792823414573,-33.4221217369541,18/06/15,0.1061839,6.8,3,116,0
-63.1952622276114,-33.7826028980231,18/06/15,0.1244352,28,3,129,0
-62.1511899893321,-32.9606089582233,18/06/15,0.1613641,27.4,3,86,0
-62.3077102484784,-32.8984301351015,18/06/15,0.09139342,19.4,3,94,0
-62.9716660046981,-33.7972564533608,18/06/15,0.1345232,22.8,3,124,0
-63.1858671097224,-33.7711172573972,18/06/15,0.2306162,21.6,3,128,0
-62.8838964301012,-33.345425570134,18/06/15,0.05925926,10.1,3,117,0
-63.2477221897034,-33.8136904212694,18/06/15,0.1451891,21,3,125,0
-63.2951768671474,-33.7756916852024,18/06/15,0.1380196,21.6,3,127,0
-63.8741990553501,-33.3896052924645,18/06/15,0.1465329,18.6,3,240,0
-62.978771842876,-33.0117946655595,18/06/15,0.1716409,21.9,3,133,0
-62.7778619429405,-33.5096364751049,18/06/15,0.2241781,21.6,3,118,0
